	S.Agona_03	S.Agona_01	S.Enteritidis_04	S.Agona_02	S.GoldCoast_02	S.Enteritidis_03	S.GoldCoast_03	S.Enteritidis_01	S.GoldCoast_01	S.Enteritidis_02
otsB	ae59efcca39e8615a77880662f59b464475492b230c0cf6bcd2a383af4eaf327	ae59efcca39e8615a77880662f59b464475492b230c0cf6bcd2a383af4eaf327	bee4b1d4433ffe482a0e9ad4bead580e44cffe59c9b5a34100e23bfc1e209274	ae59efcca39e8615a77880662f59b464475492b230c0cf6bcd2a383af4eaf327	d12ab48e2a6096e58e174f10ac42577fcd795753c5beba2b352ec5149a38247a	bee4b1d4433ffe482a0e9ad4bead580e44cffe59c9b5a34100e23bfc1e209274	d12ab48e2a6096e58e174f10ac42577fcd795753c5beba2b352ec5149a38247a	bee4b1d4433ffe482a0e9ad4bead580e44cffe59c9b5a34100e23bfc1e209274	d12ab48e2a6096e58e174f10ac42577fcd795753c5beba2b352ec5149a38247a	bee4b1d4433ffe482a0e9ad4bead580e44cffe59c9b5a34100e23bfc1e209274
outO	d681391f50b00af21545c27475e281f139022f649c94c97cb6aa4a2543a9ba6f	d681391f50b00af21545c27475e281f139022f649c94c97cb6aa4a2543a9ba6f	a5f6eec030985c83c5c1c9b6a50a638412e7cd4c1b1a2bd2a5d4a5f3611482c2	d681391f50b00af21545c27475e281f139022f649c94c97cb6aa4a2543a9ba6f	fb0cc214fc2713bca7e9ebdf7d80f751582f91ec1671e14f3f7e0d5c1d823281	a5f6eec030985c83c5c1c9b6a50a638412e7cd4c1b1a2bd2a5d4a5f3611482c2	fb0cc214fc2713bca7e9ebdf7d80f751582f91ec1671e14f3f7e0d5c1d823281	a5f6eec030985c83c5c1c9b6a50a638412e7cd4c1b1a2bd2a5d4a5f3611482c2	fb0cc214fc2713bca7e9ebdf7d80f751582f91ec1671e14f3f7e0d5c1d823281	a5f6eec030985c83c5c1c9b6a50a638412e7cd4c1b1a2bd2a5d4a5f3611482c2
oxyR_1	f87fc25e32b31fcb624a19cdad2f12248a6c1ef7055dfa6c4b64c288ddff17cf	f87fc25e32b31fcb624a19cdad2f12248a6c1ef7055dfa6c4b64c288ddff17cf	409e2883f9127cc42b965281bc81ed8e9f65ff2accdf61597357a8cf514fb999	f87fc25e32b31fcb624a19cdad2f12248a6c1ef7055dfa6c4b64c288ddff17cf	04335ac7304cdefc80a732f46d66d4914ade66d29c24a47a2db43aea7fcc15ed	409e2883f9127cc42b965281bc81ed8e9f65ff2accdf61597357a8cf514fb999	04335ac7304cdefc80a732f46d66d4914ade66d29c24a47a2db43aea7fcc15ed	409e2883f9127cc42b965281bc81ed8e9f65ff2accdf61597357a8cf514fb999	04335ac7304cdefc80a732f46d66d4914ade66d29c24a47a2db43aea7fcc15ed	409e2883f9127cc42b965281bc81ed8e9f65ff2accdf61597357a8cf514fb999
oxyR_2	d4c43c38735f479b5bc5b9ae8c18919914fa5208b00673eba0d5ddf83d508b74	d4c43c38735f479b5bc5b9ae8c18919914fa5208b00673eba0d5ddf83d508b74	6720ef59a80a6e584ca3f9644709b9d0f8cfe3334fb9a91ef17e8b2beceb8ed1	d4c43c38735f479b5bc5b9ae8c18919914fa5208b00673eba0d5ddf83d508b74	be5aabd7cea6d6f9ca10bd757c2f9a00353d7b864bca860ae27713b0f8a314c5	6720ef59a80a6e584ca3f9644709b9d0f8cfe3334fb9a91ef17e8b2beceb8ed1	be5aabd7cea6d6f9ca10bd757c2f9a00353d7b864bca860ae27713b0f8a314c5	6720ef59a80a6e584ca3f9644709b9d0f8cfe3334fb9a91ef17e8b2beceb8ed1	be5aabd7cea6d6f9ca10bd757c2f9a00353d7b864bca860ae27713b0f8a314c5	6720ef59a80a6e584ca3f9644709b9d0f8cfe3334fb9a91ef17e8b2beceb8ed1
oxyR_3	a70ebc3d0faf350e00652789b5ff270c36fcd40fde50ca5144421754e5df9f77	a70ebc3d0faf350e00652789b5ff270c36fcd40fde50ca5144421754e5df9f77	c5c20ee2548c5b12d28e09b9bb8ad0d9f4e73a9ac834aa371fe34c135839f990	a70ebc3d0faf350e00652789b5ff270c36fcd40fde50ca5144421754e5df9f77	73150570119ae546700d50aed905ece8818aa808146e1aa65006bcbeadc3963f	c5c20ee2548c5b12d28e09b9bb8ad0d9f4e73a9ac834aa371fe34c135839f990	73150570119ae546700d50aed905ece8818aa808146e1aa65006bcbeadc3963f	c5c20ee2548c5b12d28e09b9bb8ad0d9f4e73a9ac834aa371fe34c135839f990	73150570119ae546700d50aed905ece8818aa808146e1aa65006bcbeadc3963f	c5c20ee2548c5b12d28e09b9bb8ad0d9f4e73a9ac834aa371fe34c135839f990
pabA	933f88fd08f2d53124be2b4034682a785d6465b50dce3f63eb4cd51e1f85704f	933f88fd08f2d53124be2b4034682a785d6465b50dce3f63eb4cd51e1f85704f	0dcd33d9d9a235c17b156bfe2603cc250d936368eae2089c8c62092c9145d66c	933f88fd08f2d53124be2b4034682a785d6465b50dce3f63eb4cd51e1f85704f	02d3541815d8507e7e6c59eca996caabe824747e2d37b234cbe6111dc1634d99	0dcd33d9d9a235c17b156bfe2603cc250d936368eae2089c8c62092c9145d66c	02d3541815d8507e7e6c59eca996caabe824747e2d37b234cbe6111dc1634d99	0dcd33d9d9a235c17b156bfe2603cc250d936368eae2089c8c62092c9145d66c	02d3541815d8507e7e6c59eca996caabe824747e2d37b234cbe6111dc1634d99	0dcd33d9d9a235c17b156bfe2603cc250d936368eae2089c8c62092c9145d66c
pabB	531ca2dd8ce41bfb44ca513a074f746e0d10850950f50f8d0d792158c92510c8	531ca2dd8ce41bfb44ca513a074f746e0d10850950f50f8d0d792158c92510c8	bb5f484238321847bfe643b75df9b842ac62a35bc17c88d6738f4ffcef8639a3	531ca2dd8ce41bfb44ca513a074f746e0d10850950f50f8d0d792158c92510c8	a7cc0041442122682bc26c9bdbc0473a80cf85390ebfa05fde3c9d8d494b6095	bb5f484238321847bfe643b75df9b842ac62a35bc17c88d6738f4ffcef8639a3	a7cc0041442122682bc26c9bdbc0473a80cf85390ebfa05fde3c9d8d494b6095	bb5f484238321847bfe643b75df9b842ac62a35bc17c88d6738f4ffcef8639a3	a7cc0041442122682bc26c9bdbc0473a80cf85390ebfa05fde3c9d8d494b6095	bb5f484238321847bfe643b75df9b842ac62a35bc17c88d6738f4ffcef8639a3
pagN	c29eecbd071639e0d28e07845b7ac3139d814fc9b4ec8dde71bd43fea02a1cbb	c29eecbd071639e0d28e07845b7ac3139d814fc9b4ec8dde71bd43fea02a1cbb	50f5b26973dd999a228616f4ad2575c1bcb5504c8a6391139e26fcdd5f2a4fae	c29eecbd071639e0d28e07845b7ac3139d814fc9b4ec8dde71bd43fea02a1cbb	4bf98a61818c0ed2b1d05186c5c18841e86387f3d65690166d282fc60a8b1050	50f5b26973dd999a228616f4ad2575c1bcb5504c8a6391139e26fcdd5f2a4fae	4bf98a61818c0ed2b1d05186c5c18841e86387f3d65690166d282fc60a8b1050	50f5b26973dd999a228616f4ad2575c1bcb5504c8a6391139e26fcdd5f2a4fae	4bf98a61818c0ed2b1d05186c5c18841e86387f3d65690166d282fc60a8b1050	50f5b26973dd999a228616f4ad2575c1bcb5504c8a6391139e26fcdd5f2a4fae
pagP	2e7f890ccb8dd67cd83d4edc39451c247e6286086f46a51cccb96ad9b2560c90	2e7f890ccb8dd67cd83d4edc39451c247e6286086f46a51cccb96ad9b2560c90	bfdccf612bf0964c11da25ffca5b6dffc4ef4c6f236d96367a7225a4894bf39a	2e7f890ccb8dd67cd83d4edc39451c247e6286086f46a51cccb96ad9b2560c90	b30d0ccddaff6283a96c276636f5df2ad670793dbf40699ce5eba2cf9a11bed0	bfdccf612bf0964c11da25ffca5b6dffc4ef4c6f236d96367a7225a4894bf39a	b30d0ccddaff6283a96c276636f5df2ad670793dbf40699ce5eba2cf9a11bed0	bfdccf612bf0964c11da25ffca5b6dffc4ef4c6f236d96367a7225a4894bf39a	b30d0ccddaff6283a96c276636f5df2ad670793dbf40699ce5eba2cf9a11bed0	bfdccf612bf0964c11da25ffca5b6dffc4ef4c6f236d96367a7225a4894bf39a
pal	2aa377cab7d7eab0647f7afa005172abd2d4fbe87356e8f90c3709fbe54f629a	2aa377cab7d7eab0647f7afa005172abd2d4fbe87356e8f90c3709fbe54f629a	2221b47952ae108fa01e13d11d33fd5feb16beaa4fa2aab20affa5c0da71ad9e	2aa377cab7d7eab0647f7afa005172abd2d4fbe87356e8f90c3709fbe54f629a	2221b47952ae108fa01e13d11d33fd5feb16beaa4fa2aab20affa5c0da71ad9e	2221b47952ae108fa01e13d11d33fd5feb16beaa4fa2aab20affa5c0da71ad9e	2221b47952ae108fa01e13d11d33fd5feb16beaa4fa2aab20affa5c0da71ad9e	2221b47952ae108fa01e13d11d33fd5feb16beaa4fa2aab20affa5c0da71ad9e	2221b47952ae108fa01e13d11d33fd5feb16beaa4fa2aab20affa5c0da71ad9e	2221b47952ae108fa01e13d11d33fd5feb16beaa4fa2aab20affa5c0da71ad9e
panB	97a0083063032b286e391de58bd28c91407dc7c9f15ba7abc28c80086b968059	97a0083063032b286e391de58bd28c91407dc7c9f15ba7abc28c80086b968059	28d39b7eb9e738de9cd7592cd09e02f7702526ae4d6198bb94ee3651d9e3d053	97a0083063032b286e391de58bd28c91407dc7c9f15ba7abc28c80086b968059	64ea555a595528e1214893e9975e9cbb3520d349335143cae291e65a18d7d72f	28d39b7eb9e738de9cd7592cd09e02f7702526ae4d6198bb94ee3651d9e3d053	64ea555a595528e1214893e9975e9cbb3520d349335143cae291e65a18d7d72f	28d39b7eb9e738de9cd7592cd09e02f7702526ae4d6198bb94ee3651d9e3d053	64ea555a595528e1214893e9975e9cbb3520d349335143cae291e65a18d7d72f	28d39b7eb9e738de9cd7592cd09e02f7702526ae4d6198bb94ee3651d9e3d053
panD	ad470471d85a2db2ca20422731f6a276e849b045e94a17456501c78481778828	ad470471d85a2db2ca20422731f6a276e849b045e94a17456501c78481778828	2898f3ad5a7d21272dfaf879346530623d400c08f5ef2dce37b1816a43ea47b4	ad470471d85a2db2ca20422731f6a276e849b045e94a17456501c78481778828	d6949a808f6d066144b1a16e8162bdb08e61737e83e9a1fd9ebf7cbde09ccaa6	2898f3ad5a7d21272dfaf879346530623d400c08f5ef2dce37b1816a43ea47b4	d6949a808f6d066144b1a16e8162bdb08e61737e83e9a1fd9ebf7cbde09ccaa6	2898f3ad5a7d21272dfaf879346530623d400c08f5ef2dce37b1816a43ea47b4	d6949a808f6d066144b1a16e8162bdb08e61737e83e9a1fd9ebf7cbde09ccaa6	2898f3ad5a7d21272dfaf879346530623d400c08f5ef2dce37b1816a43ea47b4
panE_1	da864a03ef6ff775c224ea37e84da795a8639e20262b40cee9e588c5bcf1dd20	da864a03ef6ff775c224ea37e84da795a8639e20262b40cee9e588c5bcf1dd20	f2a7467722f08a5e8e501a702abeb3b09b9b47870dc928b6843818a5de5a9cf6	da864a03ef6ff775c224ea37e84da795a8639e20262b40cee9e588c5bcf1dd20	43c918227ae5f145f1cfc6c4ba84bb11f0bfc5cac7146d3a32befe422e71c4b8	f2a7467722f08a5e8e501a702abeb3b09b9b47870dc928b6843818a5de5a9cf6	43c918227ae5f145f1cfc6c4ba84bb11f0bfc5cac7146d3a32befe422e71c4b8	f2a7467722f08a5e8e501a702abeb3b09b9b47870dc928b6843818a5de5a9cf6	43c918227ae5f145f1cfc6c4ba84bb11f0bfc5cac7146d3a32befe422e71c4b8	f2a7467722f08a5e8e501a702abeb3b09b9b47870dc928b6843818a5de5a9cf6
panE_2	25bd04427e8beda1e0cf2adf6d777847cc24c7a2faf76a74e60c54d3d0d7f68b	25bd04427e8beda1e0cf2adf6d777847cc24c7a2faf76a74e60c54d3d0d7f68b	e4ae48807f8206b2d7dc344b2a371248f72f524733cabaeb210607f719f4cb5e	25bd04427e8beda1e0cf2adf6d777847cc24c7a2faf76a74e60c54d3d0d7f68b	757d65c23cc87a4d0ceedf20c9f07963f36535fc4df094074d7804005e0e27ea	e4ae48807f8206b2d7dc344b2a371248f72f524733cabaeb210607f719f4cb5e	757d65c23cc87a4d0ceedf20c9f07963f36535fc4df094074d7804005e0e27ea	e4ae48807f8206b2d7dc344b2a371248f72f524733cabaeb210607f719f4cb5e	757d65c23cc87a4d0ceedf20c9f07963f36535fc4df094074d7804005e0e27ea	e4ae48807f8206b2d7dc344b2a371248f72f524733cabaeb210607f719f4cb5e
panF	d97f8a3402cbcd4e38456ec1631e0bf163e0d35fb6dc86bc9db6870ad0c6625e	d97f8a3402cbcd4e38456ec1631e0bf163e0d35fb6dc86bc9db6870ad0c6625e	f35a71b0b68785b33cf920ea7a1f7a038efb4f438b60103981b9208f73d36b15	d97f8a3402cbcd4e38456ec1631e0bf163e0d35fb6dc86bc9db6870ad0c6625e	45f468eb1c0dc3f24b6d43176ae4ac44234985cba0e5a1dcb30c0be864fed019	f35a71b0b68785b33cf920ea7a1f7a038efb4f438b60103981b9208f73d36b15	45f468eb1c0dc3f24b6d43176ae4ac44234985cba0e5a1dcb30c0be864fed019	f35a71b0b68785b33cf920ea7a1f7a038efb4f438b60103981b9208f73d36b15	45f468eb1c0dc3f24b6d43176ae4ac44234985cba0e5a1dcb30c0be864fed019	f35a71b0b68785b33cf920ea7a1f7a038efb4f438b60103981b9208f73d36b15
panM	083e7f1eb5961a6ed319d053e4cd7740fd1bcd709377b474217a1e43b6e5ab91	083e7f1eb5961a6ed319d053e4cd7740fd1bcd709377b474217a1e43b6e5ab91	d7c78a7e3f891f20f4944c48dfe378945443ffe2c39654832b2ad576057e5419	083e7f1eb5961a6ed319d053e4cd7740fd1bcd709377b474217a1e43b6e5ab91	0ccfba51c58bacc6158d3687f08d308ee2659b46172c3f7ab9a5e09f1c62d9f2	d7c78a7e3f891f20f4944c48dfe378945443ffe2c39654832b2ad576057e5419	0ccfba51c58bacc6158d3687f08d308ee2659b46172c3f7ab9a5e09f1c62d9f2	d7c78a7e3f891f20f4944c48dfe378945443ffe2c39654832b2ad576057e5419	0ccfba51c58bacc6158d3687f08d308ee2659b46172c3f7ab9a5e09f1c62d9f2	d7c78a7e3f891f20f4944c48dfe378945443ffe2c39654832b2ad576057e5419
papC_2	31e0c6a1c1a13171444069fa957667f83e8aac04d78a6682447cb37c3d9c14fd	31e0c6a1c1a13171444069fa957667f83e8aac04d78a6682447cb37c3d9c14fd	36cb64fd9fba6c4e9df86ccef3ac3c97acd3f03abbe4c4bbd168b6360d98c1eb	e05bdd6b5425d03101746e2d2bac6d87abb2c353398c1db24ad3f87c063caef5	44137cf38557659112b2869524b370da45a575d2a72321cb329594b7e630f5ff	36cb64fd9fba6c4e9df86ccef3ac3c97acd3f03abbe4c4bbd168b6360d98c1eb	44137cf38557659112b2869524b370da45a575d2a72321cb329594b7e630f5ff	36cb64fd9fba6c4e9df86ccef3ac3c97acd3f03abbe4c4bbd168b6360d98c1eb	44137cf38557659112b2869524b370da45a575d2a72321cb329594b7e630f5ff	36cb64fd9fba6c4e9df86ccef3ac3c97acd3f03abbe4c4bbd168b6360d98c1eb
papD	68454e70440b5edd4419e906a9eba1e3b4baa3a08cc0cfab5a3fa6bc17d1c2c5	68454e70440b5edd4419e906a9eba1e3b4baa3a08cc0cfab5a3fa6bc17d1c2c5	eab05209cba4c44363b6039bbbc15cdd4e53d594e84c0f00e92707531096f00b	68454e70440b5edd4419e906a9eba1e3b4baa3a08cc0cfab5a3fa6bc17d1c2c5	939ef0d95b93a65530029fb3734db102b82e9fb28fac35c20e84591a096965dc	eab05209cba4c44363b6039bbbc15cdd4e53d594e84c0f00e92707531096f00b	939ef0d95b93a65530029fb3734db102b82e9fb28fac35c20e84591a096965dc	eab05209cba4c44363b6039bbbc15cdd4e53d594e84c0f00e92707531096f00b	939ef0d95b93a65530029fb3734db102b82e9fb28fac35c20e84591a096965dc	eab05209cba4c44363b6039bbbc15cdd4e53d594e84c0f00e92707531096f00b
parC	fac700188558b8e8289cf1df257184c3cd3ff70023309948c06081eab346fe10	fac700188558b8e8289cf1df257184c3cd3ff70023309948c06081eab346fe10	e92b03eb57561c87c17dc40724e174b4653fffdb85f91e883fe54b88e619064e	fac700188558b8e8289cf1df257184c3cd3ff70023309948c06081eab346fe10	cf7e1eb90d1a58f99af4e80ea0ef95f9c7760dcabe0b50cec161beeda12d0259	e92b03eb57561c87c17dc40724e174b4653fffdb85f91e883fe54b88e619064e	cf7e1eb90d1a58f99af4e80ea0ef95f9c7760dcabe0b50cec161beeda12d0259	e92b03eb57561c87c17dc40724e174b4653fffdb85f91e883fe54b88e619064e	cf7e1eb90d1a58f99af4e80ea0ef95f9c7760dcabe0b50cec161beeda12d0259	e92b03eb57561c87c17dc40724e174b4653fffdb85f91e883fe54b88e619064e
parE	166c1cbdd980477cbeac66c61907c67f24749b43a22c3e001a2c04addb0b9f57	166c1cbdd980477cbeac66c61907c67f24749b43a22c3e001a2c04addb0b9f57	29d13b82bb09cc754ca3e1abbd69ae7b8d90366336de474409e08b904d717721	166c1cbdd980477cbeac66c61907c67f24749b43a22c3e001a2c04addb0b9f57	9d1a5940f64c8ad010cfd79891bc4690298bd776ccaf0f41883586fd5373d23f	29d13b82bb09cc754ca3e1abbd69ae7b8d90366336de474409e08b904d717721	9d1a5940f64c8ad010cfd79891bc4690298bd776ccaf0f41883586fd5373d23f	29d13b82bb09cc754ca3e1abbd69ae7b8d90366336de474409e08b904d717721	0e531c22bb6e68ec5c2af48911219b803ef8e2033a0f3bc1bf97bb105b8462e6	29d13b82bb09cc754ca3e1abbd69ae7b8d90366336de474409e08b904d717721
pat	63c11f09a678302dc67bc353070df782239f9baa22c2dea6788aa42150978a4d	63c11f09a678302dc67bc353070df782239f9baa22c2dea6788aa42150978a4d	aa454f021391a621a9abf5946d011f0d956fbad864579216c870a1c47afecf5f	63c11f09a678302dc67bc353070df782239f9baa22c2dea6788aa42150978a4d	8ae19030863fd801f0a04246ac253b4e91c5e93ac5d6d4cf2fafc6a5dd2021de	aa454f021391a621a9abf5946d011f0d956fbad864579216c870a1c47afecf5f	8ae19030863fd801f0a04246ac253b4e91c5e93ac5d6d4cf2fafc6a5dd2021de	aa454f021391a621a9abf5946d011f0d956fbad864579216c870a1c47afecf5f	8ae19030863fd801f0a04246ac253b4e91c5e93ac5d6d4cf2fafc6a5dd2021de	aa454f021391a621a9abf5946d011f0d956fbad864579216c870a1c47afecf5f
patA	7b6009bac529a0b0be277fd9b6586ff5dec3e8caeefe3847819558b2fa84bd93	7b6009bac529a0b0be277fd9b6586ff5dec3e8caeefe3847819558b2fa84bd93	eb138ced57d443f8b740aca377cf97b5081e50ef4dbade77697e7b26a0c84bad	7b6009bac529a0b0be277fd9b6586ff5dec3e8caeefe3847819558b2fa84bd93	fbcd2dd2605086721388461abd6774597b6da67a9d8bd56d8b04e2a568248b43	eb138ced57d443f8b740aca377cf97b5081e50ef4dbade77697e7b26a0c84bad	fbcd2dd2605086721388461abd6774597b6da67a9d8bd56d8b04e2a568248b43	1309d457adc0ecb9ba6ee4a2d7bc5906a881970235e9bb749d27543fc7b7ebe5	fbcd2dd2605086721388461abd6774597b6da67a9d8bd56d8b04e2a568248b43	eb138ced57d443f8b740aca377cf97b5081e50ef4dbade77697e7b26a0c84bad
patB	b515bcbfa447d3f3b1c11f9a8723b5c4c8e212d0db6d3a174edbbdd98f03dde9	b515bcbfa447d3f3b1c11f9a8723b5c4c8e212d0db6d3a174edbbdd98f03dde9	f46f7bdf6946960c8abc704e01b6916df38df73f8e8f0014afa6c9883e2fa295	b515bcbfa447d3f3b1c11f9a8723b5c4c8e212d0db6d3a174edbbdd98f03dde9	3b72b97c75211754a100396e12daa0db70d03cc830b9edc644e5a0548c49505d	f46f7bdf6946960c8abc704e01b6916df38df73f8e8f0014afa6c9883e2fa295	3b72b97c75211754a100396e12daa0db70d03cc830b9edc644e5a0548c49505d	f46f7bdf6946960c8abc704e01b6916df38df73f8e8f0014afa6c9883e2fa295	3b72b97c75211754a100396e12daa0db70d03cc830b9edc644e5a0548c49505d	f46f7bdf6946960c8abc704e01b6916df38df73f8e8f0014afa6c9883e2fa295
pbpC	eda349728993983901c8f7f5044263ef38fb38906a08b3b30dcb3d66db881c96	eda349728993983901c8f7f5044263ef38fb38906a08b3b30dcb3d66db881c96	74571f138a41a5e4423513e9ffd9c5c1ac6209af7accd48391c4ba539f85f223	eda349728993983901c8f7f5044263ef38fb38906a08b3b30dcb3d66db881c96	f190212204d55f16b305fb020341d7b331c28af4c74ff285e97b20154468989d	74571f138a41a5e4423513e9ffd9c5c1ac6209af7accd48391c4ba539f85f223	f190212204d55f16b305fb020341d7b331c28af4c74ff285e97b20154468989d	74571f138a41a5e4423513e9ffd9c5c1ac6209af7accd48391c4ba539f85f223	f190212204d55f16b305fb020341d7b331c28af4c74ff285e97b20154468989d	74571f138a41a5e4423513e9ffd9c5c1ac6209af7accd48391c4ba539f85f223
pbpG	066eb80e609239e5bc44e19df31678b30f84656795afa9c1971f6c57b5f8144d	066eb80e609239e5bc44e19df31678b30f84656795afa9c1971f6c57b5f8144d	6837d3331597ec3da4f14c74167944c41c48d3b8c669fbacda204b2c146c0c78	066eb80e609239e5bc44e19df31678b30f84656795afa9c1971f6c57b5f8144d	4ada16399e4e9bf0580f3b72deff0524c3840e6415d4b2110b7e4dec131cab3d	6837d3331597ec3da4f14c74167944c41c48d3b8c669fbacda204b2c146c0c78	4ada16399e4e9bf0580f3b72deff0524c3840e6415d4b2110b7e4dec131cab3d	6837d3331597ec3da4f14c74167944c41c48d3b8c669fbacda204b2c146c0c78	4ada16399e4e9bf0580f3b72deff0524c3840e6415d4b2110b7e4dec131cab3d	6837d3331597ec3da4f14c74167944c41c48d3b8c669fbacda204b2c146c0c78
pchR	8c7983d8956a1a743dc407a33df03a2f2af3a22baa4a958be79af26114b4e122	8c7983d8956a1a743dc407a33df03a2f2af3a22baa4a958be79af26114b4e122	e6793247f8d9ad997eac9fc828dfe80d80a4053deb99df8918cb08a31530f839	8c7983d8956a1a743dc407a33df03a2f2af3a22baa4a958be79af26114b4e122	7249331e1c2d1932a5e6c413242310448c39a35f106402768bb9eeacd4b120ac	e6793247f8d9ad997eac9fc828dfe80d80a4053deb99df8918cb08a31530f839	7249331e1c2d1932a5e6c413242310448c39a35f106402768bb9eeacd4b120ac	e6793247f8d9ad997eac9fc828dfe80d80a4053deb99df8918cb08a31530f839	7249331e1c2d1932a5e6c413242310448c39a35f106402768bb9eeacd4b120ac	e6793247f8d9ad997eac9fc828dfe80d80a4053deb99df8918cb08a31530f839
pckA	2a36cc18bdfa1eb83b83267bd04e1ca56486ec16b723398bca215972014dd843	896266fd479e4e3e3b7aa6b5a1c9c31ac86e01e3808a1cc30e5396b631585f4d	165532cf65761609e389151ed1d427dd5398157667282f69143c355e8f2ec213	896266fd479e4e3e3b7aa6b5a1c9c31ac86e01e3808a1cc30e5396b631585f4d	e11b2b44006f7bdb4db8d15155b9027a2e492a07bd2096bf9590cd2965072415	165532cf65761609e389151ed1d427dd5398157667282f69143c355e8f2ec213	e11b2b44006f7bdb4db8d15155b9027a2e492a07bd2096bf9590cd2965072415	165532cf65761609e389151ed1d427dd5398157667282f69143c355e8f2ec213	e11b2b44006f7bdb4db8d15155b9027a2e492a07bd2096bf9590cd2965072415	165532cf65761609e389151ed1d427dd5398157667282f69143c355e8f2ec213
pcm	6c3a81c1a192ace9aac7f6f8ff3dda4e120829b0d5982807ae8081c1cb58da54	b069fa89b844f4766320489bfb0403617bb131519f5219cdb03e436523ac6c3c	07335167dc8ca4798d8f889da442cff8ab61367884a97d92a2acec86c5ffaeae	b069fa89b844f4766320489bfb0403617bb131519f5219cdb03e436523ac6c3c	94182da29869511fd4a9ab9707ab847ed9f36835c29cc5610ccc9a2e117b8d85	07335167dc8ca4798d8f889da442cff8ab61367884a97d92a2acec86c5ffaeae	94182da29869511fd4a9ab9707ab847ed9f36835c29cc5610ccc9a2e117b8d85	07335167dc8ca4798d8f889da442cff8ab61367884a97d92a2acec86c5ffaeae	94182da29869511fd4a9ab9707ab847ed9f36835c29cc5610ccc9a2e117b8d85	07335167dc8ca4798d8f889da442cff8ab61367884a97d92a2acec86c5ffaeae
pcnB	a10b0829289d12504517cd8454cdaa2226431115e8acea576fc06058f7bd8eb3	a10b0829289d12504517cd8454cdaa2226431115e8acea576fc06058f7bd8eb3	90552dae0a5717fffc43af4258ca460694f76cbb1f2a070dcc9ecbd586a4606b	a10b0829289d12504517cd8454cdaa2226431115e8acea576fc06058f7bd8eb3	87dbf3428d282e00d1d6e94ec52b77b539cde9795b96640bc1ad1adf77dbf9ab	90552dae0a5717fffc43af4258ca460694f76cbb1f2a070dcc9ecbd586a4606b	87dbf3428d282e00d1d6e94ec52b77b539cde9795b96640bc1ad1adf77dbf9ab	90552dae0a5717fffc43af4258ca460694f76cbb1f2a070dcc9ecbd586a4606b	87dbf3428d282e00d1d6e94ec52b77b539cde9795b96640bc1ad1adf77dbf9ab	90552dae0a5717fffc43af4258ca460694f76cbb1f2a070dcc9ecbd586a4606b
pdeA	ab153b995cec95c15511befa7550d5492301015e5ba1267113ff290d2bb668bb	ab153b995cec95c15511befa7550d5492301015e5ba1267113ff290d2bb668bb	c610b8e4539bc4e672a61ecd674f2392398a3324c4cf6b13f3846c76459a778d	ab153b995cec95c15511befa7550d5492301015e5ba1267113ff290d2bb668bb	d3eb4f0c65eabf91744674260f47d79491a5664d6df7160c2fbf72f75e6826d1	c610b8e4539bc4e672a61ecd674f2392398a3324c4cf6b13f3846c76459a778d	d3eb4f0c65eabf91744674260f47d79491a5664d6df7160c2fbf72f75e6826d1	c610b8e4539bc4e672a61ecd674f2392398a3324c4cf6b13f3846c76459a778d	d3eb4f0c65eabf91744674260f47d79491a5664d6df7160c2fbf72f75e6826d1	c610b8e4539bc4e672a61ecd674f2392398a3324c4cf6b13f3846c76459a778d
pdeB	7fed6ff5cbd0abbe50be2c62977e6a59af8f3567cffd1ded3e83a0efa035f64f	7fed6ff5cbd0abbe50be2c62977e6a59af8f3567cffd1ded3e83a0efa035f64f	bc78a6f46c61050276192a06127fe2cebd999c347136694aa8d6d5b8ac8d10f1	7fed6ff5cbd0abbe50be2c62977e6a59af8f3567cffd1ded3e83a0efa035f64f	495110c51d62b63800586cec8801b6b80b536be53b251cd012cb3030c2b1d661	bc78a6f46c61050276192a06127fe2cebd999c347136694aa8d6d5b8ac8d10f1	495110c51d62b63800586cec8801b6b80b536be53b251cd012cb3030c2b1d661	bc78a6f46c61050276192a06127fe2cebd999c347136694aa8d6d5b8ac8d10f1	495110c51d62b63800586cec8801b6b80b536be53b251cd012cb3030c2b1d661	bc78a6f46c61050276192a06127fe2cebd999c347136694aa8d6d5b8ac8d10f1
pdeC	0849a740ae89f651d3262c111de00be8bc5d0a0fd6135d5f18db40c69931e334	0849a740ae89f651d3262c111de00be8bc5d0a0fd6135d5f18db40c69931e334	3885edb6e097ca416077c208bfc34b0de3c80625b6bea0a9a5e07bf07d29e9d9	0849a740ae89f651d3262c111de00be8bc5d0a0fd6135d5f18db40c69931e334	2e217d80264a74985f07453f635c691a4b5c37c86afba7f4f3414a39d9c9a8fc	3885edb6e097ca416077c208bfc34b0de3c80625b6bea0a9a5e07bf07d29e9d9	2e217d80264a74985f07453f635c691a4b5c37c86afba7f4f3414a39d9c9a8fc	3885edb6e097ca416077c208bfc34b0de3c80625b6bea0a9a5e07bf07d29e9d9	2e217d80264a74985f07453f635c691a4b5c37c86afba7f4f3414a39d9c9a8fc	3885edb6e097ca416077c208bfc34b0de3c80625b6bea0a9a5e07bf07d29e9d9
